#Time frame = 0.0 ps; Number of reference = 113000 atoms; Number of chains = 235
#Atomic index    1.5*max_eigval    Number of unit vectors
1638     0.132     57
1639     0.150     50
1640     0.118     53
1641     0.158     49
1642     0.060     51
1643     0.103     51
1644     0.075     51
1645     0.091     53
1646     0.103     57
1647     0.110     54
1648     0.154     59
1649     0.129     59
1650     0.119     59
1651     0.163     61
1652     0.149     65
1653     0.131     65
1654     0.124     65
1655     0.123     67
1656     0.128     67
1657     0.107     62
1658     0.084     57
1659     0.078     65
1660     0.086     62
1661     0.061     59
1662     0.093     60
1663     0.100     56
1664     0.132     54
1665     0.165     50
1666     0.142     51
1667     0.128     51
1668     0.157     51
1669     0.162     56
1670     0.157     56
1671     0.152     52
1672     0.143     48
1673     0.155     49
1674     0.174     48
1675     0.154     57
1676     0.159     55
1677     0.137     62
1678     0.120     59
1679     0.153     59
1680     0.137     57
1681     0.138     57
1682     0.122     59
1683     0.135     63
1684     0.088     61
1685     0.082     66
1686     0.103     59
1687     0.121     58
1688     0.081     58
1689     0.080     64
1690     0.107     64
1691     0.092     59
1692     0.136     59
1693     0.081     61
1694     0.086     65
1695     0.100     61
1696     0.093     64
1697     0.126     57
1698     0.116     57
1699     0.107     58
1700     0.074     58
1701     0.086     59
1702     0.072     57
1703     0.078     56
1704     0.073     59
1705     0.084     70
1706     0.097     67
1707     0.088     70
1708     0.142     69
1709     0.148     67
1710     0.197     64
1711     0.170     69
1712     0.162     71
1713     0.154     70
1714     0.158     68
1715     0.153     62
1716     0.173     60
1717     0.200     62
1718     0.164     63
1719     0.124     64
1720     0.113     59
1721     0.087     59
1722     0.131     54
1723     0.095     60
1724     0.087     56
1725     0.076     60
1726     0.065     57
1727     0.119     49
1728     0.129     52
1729     0.118     57
1730     0.097     55
1731     0.051     54
1732     0.058     57
1733     0.053     56
1734     0.031     56
1735     0.071     55
1736     0.150     53
1737     0.155     51
1738     0.156     52
1739     0.131     57
1740     0.218     50
1741     0.203     57
1742     0.231     57
1743     0.240     56
1744     0.231     60
1745     0.199     62
1746     0.221     60
1747     0.159     61
1748     0.156     60
1749     0.151     53
1750     0.177     57
1751     0.144     56
1752     0.131     60
1753     0.127     60
1754     0.109     62
1755     0.051     59
1756     0.050     64
1757     0.057     62
1758     0.136     67
1759     0.165     67
1760     0.191     63
1761     0.161     61
1762     0.152     61
1763     0.154     69
1764     0.138     67
1765     0.135     64
1766     0.124     61
1767     0.122     59
1768     0.160     57
1769     0.163     55
1770     0.178     55
1771     0.151     54
1772     0.225     56
1773     0.186     59
1774     0.178     59
1775     0.158     61
1776     0.141     61
1777     0.133     62
1778     0.137     55
1779     0.084     58
1780     0.090     62
1781     0.073     62
1782     0.088     60
1783     0.064     61
1784     0.078     56
1785     0.075     58
1786     0.086     57
1787     0.085     64
1788     0.074     63
1789     0.078     62
1790     0.089     57
1791     0.123     62
1792     0.154     60
1793     0.169     57
1794     0.168     60
1795     0.140     60
1796     0.178     59
1797     0.148     61
1798     0.123     61
1799     0.132     57
1800     0.107     64
1801     0.099     62
1802     0.096     62
1803     0.133     61
1804     0.143     59
1805     0.174     52
1806     0.155     57
1807     0.165     57
1808     0.203     56
1809     0.210     55
1810     0.186     61
1811     0.273     54
1812     0.226     56
1813     0.149     53
1814     0.139     52
1815     0.119     52
1816     0.099     52
1817     0.110     52
1818     0.096     53
1819     0.066     50
1820     0.059     56
1821     0.076     57
1822     0.085     60
1823     0.120     59
1824     0.100     60
1825     0.091     53
1826     0.099     54
1827     0.116     56
1828     0.138     62
1829     0.144     61
1830     0.144     57
1831     0.092     59
1832     0.136     57
1833     0.113     58
1834     0.104     57
1835     0.113     50
1836     0.100     47
1837     0.106     56
1838     0.100     57
1839     0.070     56
1840     0.074     58
1841     0.105     56
1842     0.064     49
1843     0.108     56
1844     0.085     57
1845     0.062     54
1846     0.071     54
1847     0.098     56
1848     0.120     57
1849     0.151     60
1850     0.186     57
1851     0.150     53
1852     0.135     57
1853     0.131     57
1854     0.214     60
1855     0.193     59
1856     0.185     61
1857     0.200     60
1858     0.114     58
1859     0.086     61
1860     0.070     61
1861     0.078     62
1862     0.104     59
1863     0.139     54
1864     0.150     56
1865     0.200     54
1866     0.249     55
1867     0.225     58
1868     0.211     56
1869     0.182     60
1870     0.235     59
1871     0.211     62
1872     0.231     60
1873     0.209     60
1874     0.195     55
1875     0.158     60
1876     0.137     56
1877     0.208     57
1878     0.178     51
1879     0.130     52
1880     0.065     55
1881     0.095     57
1882     0.170     52
1883     0.184     54
1884     0.204     51
1885     0.235     53
1886     0.175     55
1887     0.192     55
1888     0.193     62
1889     0.177     60
1890     0.207     55
1891     0.198     54
1892     0.228     54
1893     0.182     56
1894     0.185     62
1895     0.227     63
1896     0.201     61
1897     0.186     60
1898     0.191     62
1899     0.191     60
1900     0.186     54
1901     0.190     54
1902     0.154     57
1903     0.181     63
1904     0.172     63
1905     0.162     59
1906     0.142     54
1907     0.145     56
1908     0.121     51
1909     0.092     55
1910     0.083     54
1911     0.066     49
1912     0.101     51
1913     0.104     54
1914     0.122     53
1915     0.192     48
1916     0.174     41
1917     0.161     51
1918     0.197     51
1919     0.169     51
1920     0.152     55
1921     0.165     51
1922     0.166     56
1923     0.181     57
1924     0.147     57
1925     0.113     56
1926     0.138     55
1927     0.126     52
1928     0.104     53
1929     0.190     48
1930     0.211     47
1931     0.226     44
1932     0.199     41
1933     0.228     48
1934     0.117     40
1935     0.149     41
1936     0.178     44
1937     0.172     44
1938     0.204     40
1939     0.210     45
1940     0.211     44
1941     0.198     42
1942     0.147     44
1943     0.173     42
1944     0.183     44
1945     0.162     45
1946     0.203     46
1947     0.134     46
1948     0.136     46
1949     0.164     48
1950     0.190     51
1951     0.194     49
1952     0.155     56
1953     0.117     53
1954     0.189     55
1955     0.198     53
1956     0.189     54
1957     0.231     56
1958     0.204     55
1959     0.189     58
1960     0.202     54
1961     0.192     49
1962     0.144     49
1963     0.113     49
1964     0.153     41
1965     0.203     46
1966     0.217     47
1967     0.208     46
1968     0.206     47
1969     0.226     46
1970     0.301     46
1971     0.260     46
1972     0.284     42
1973     0.273     40
1974     0.258     47
1975     0.234     46
1976     0.180     49
1977     0.187     57
1978     0.191     50
1979     0.175     53
1980     0.165     48
1981     0.101     53
1982     0.110     48
1983     0.118     46
1984     0.112     48
1985     0.170     46
1986     0.200     46
1987     0.223     43
1988     0.245     43
1989     0.182     46
1990     0.225     46
1991     0.145     48
1992     0.179     43
1993     0.137     41
1994     0.091     49
1995     0.170     43
1996     0.177     48
1997     0.186     54
1998     0.199     52
1999     0.155     54
2000     0.180     59
2001     0.143     49
2002     0.155     53
2003     0.102     54
2004     0.110     52
2005     0.068     52
2006     0.077     52
2007     0.104     49
2008     0.096     54
2009     0.091     52
2010     0.107     55
2011     0.103     52
2012     0.104     49
2013     0.173     56
2014     0.210     53
2015     0.222     51
2016     0.187     52
2017     0.176     53
2018     0.249     50
2019     0.194     53
2020     0.181     52
2021     0.159     53
2022     0.147     49
2023     0.146     50
2024     0.161     53
2025     0.239     57
2026     0.218     58
2027     0.237     61
2028     0.262     58
2029     0.180     59
2030     0.195     61
2031     0.206     60
2032     0.183     58
2033     0.198     55
2034     0.174     62
2035     0.158     60
2036     0.156     60
2037     0.128     60
2038     0.074     57
2039     0.095     60
2040     0.088     54
2041     0.135     58
2042     0.101     60
2043     0.081     54
2044     0.066     62
2045     0.088     58
2046     0.107     53
2047     0.110     54
2048     0.082     55
2049     0.130     56
2050     0.107     64
2051     0.080     61
2052     0.096     63
2053     0.093     64
2054     0.121     64
2055     0.078     62
2056     0.063     62
2057     0.129     63
2058     0.103     61
2059     0.122     62
2060     0.149     61
2061     0.111     63
2062     0.100     65
2063     0.108     63
2064     0.124     58
2065     0.104     58
2066     0.123     56
2067     0.180     51
2068     0.125     56
2069     0.115     57
2070     0.119     55
2071     0.110     50
2072     0.095     53
2073     0.126     54
2074     0.129     55
2075     0.119     56
2076     0.159     59
2077     0.101     61
2078     0.154     59
2079     0.191     56
2080     0.261     56
2081     0.283     55
2082     0.325     57
2083     0.366     59
2084     0.438     65
2085     0.512     65
2086     0.486     65
2087     0.540     64
2088     0.541     63
2089     0.590     64
2090     0.564     66
2091     0.629     61
2092     0.607     64
2093     0.704     61
2094     0.640     66
2095     0.674     65
